device_id,connection_date,connection_time,device_type
354,2023-03-28,2023-04-15 09:37:20,Speaker
4,2023-03-23,2023-04-15 10:28:09,Monitor
213,2023-03-05,2023-04-15 00:58:20,Speaker
18,2023-03-09,2023-04-15 02:28:56,IoT Device
637,2023-02-14,2023-04-15 22:59:07,Watch
739,2023-02-22,2023-04-15 04:32:41,IoT Device
591,2023-01-18,2023-04-15 18:08:46,Watch
136,2023-03-18,2023-04-15 11:20:13,Monitor
61,2023-02-06,2023-04-15 20:22:55,Speaker
418,2023-03-16,2023-04-15 06:07:39,IoT Device
983,2023-03-03,2023-04-15 13:02:26,Speaker
41,2023-01-04,2023-04-15 22:25:49,Monitor
320,2023-03-31,2023-04-15 22:33:08,IoT Device
175,2023-01-22,2023-04-15 06:37:44,Speaker
191,2023-02-12,2023-04-15 11:33:24,IoT Device
733,2023-03-26,2023-04-15 22:47:00,Monitor
901,2023-01-12,2023-04-15 03:33:02,IoT Device
635,2023-01-22,2023-04-15 01:46:09,Watch
560,2023-01-08,2023-04-15 08:28:11,Speaker
753,2023-03-14,2023-04-15 06:59:45,IoT Device
700,2023-03-18,2023-04-15 09:51:22,Speaker
303,2023-01-27,2023-04-15 14:16:48,Watch
188,2023-03-18,2023-04-15 15:56:16,Watch
633,2023-03-30,2023-04-15 23:06:19,Speaker
662,2023-03-28,2023-04-15 12:01:32,Monitor
485,2023-02-24,2023-04-15 22:54:31,Speaker
201,2023-03-23,2023-04-15 15:31:05,Speaker
809,2023-03-22,2023-04-15 16:54:49,IoT Device
260,2023-02-15,2023-04-15 23:47:17,Monitor
801,2023-03-02,2023-04-15 14:30:41,Watch
847,2023-03-03,2023-04-15 11:44:31,IoT Device
101,2023-03-29,2023-04-15 01:22:13,IoT Device
496,2023-03-01,2023-04-15 13:09:06,Speaker
319,2023-02-18,2023-04-15 01:49:40,IoT Device
513,2023-02-27,2023-04-15 18:13:54,Watch
427,2023-03-19,2023-04-15 13:28:18,Watch
998,2023-03-28,2023-04-15 05:48:52,Watch
135,2023-02-25,2023-04-15 00:20:24,Speaker
815,2023-02-06,2023-04-15 17:03:26,Monitor
296,2023-01-27,2023-04-15 18:01:49,Speaker
324,2023-02-03,2023-04-15 22:34:44,IoT Device
279,2023-03-24,2023-04-15 01:38:53,Monitor
827,2023-02-11,2023-04-15 13:10:18,Monitor
920,2023-02-12,2023-04-15 05:47:00,Monitor
531,2023-01-13,2023-04-15 03:48:06,IoT Device
51,2023-03-24,2023-04-15 00:01:54,Watch
727,2023-03-22,2023-04-15 19:33:50,Monitor
115,2023-03-17,2023-04-15 15:50:30,IoT Device
929,2023-03-23,2023-04-15 21:52:29,Monitor
611,2023-01-11,2023-04-15 06:32:38,IoT Device
213,2023-03-29,2023-04-15 05:20:08,Monitor
929,2023-01-01,2023-04-15 12:04:51,Monitor
211,2023-03-22,2023-04-15 17:15:20,Monitor
883,2023-02-01,2023-04-15 17:08:30,Monitor
65,2023-03-22,2023-04-15 01:42:10,Watch
746,2023-01-02,2023-04-15 09:31:00,IoT Device
290,2023-02-23,2023-04-15 20:27:28,Watch
118,2023-01-25,2023-04-15 07:33:02,IoT Device
359,2023-01-08,2023-04-15 00:26:20,Monitor
128,2023-02-01,2023-04-15 19:40:14,IoT Device
66,2023-02-13,2023-04-15 06:32:40,Watch
328,2023-01-16,2023-04-15 01:26:16,Monitor
343,2023-03-15,2023-04-15 14:06:34,Monitor
585,2023-02-17,2023-04-15 09:59:19,Watch
913,2023-03-27,2023-04-15 11:42:46,Monitor
27,2023-03-12,2023-04-15 05:22:20,IoT Device
828,2023-03-10,2023-04-15 10:12:02,Speaker
908,2023-01-20,2023-04-15 15:05:42,Speaker
1000,2023-03-12,2023-04-15 23:02:12,Monitor
281,2023-01-29,2023-04-15 07:14:23,Watch
769,2023-02-23,2023-04-15 23:13:59,Monitor
508,2023-02-17,2023-04-15 17:01:30,Monitor
840,2023-02-10,2023-04-15 03:39:15,Speaker
311,2023-03-04,2023-04-15 08:39:50,Watch
568,2023-01-03,2023-04-15 16:39:11,Monitor
471,2023-03-08,2023-04-15 10:58:12,Watch
623,2023-01-31,2023-04-15 22:45:22,Watch
633,2023-03-03,2023-04-15 01:41:25,Watch
877,2023-01-24,2023-04-15 16:01:45,Watch
407,2023-03-05,2023-04-15 17:09:28,IoT Device
156,2023-03-17,2023-04-15 05:05:17,IoT Device
474,2023-02-28,2023-04-15 01:15:39,Monitor
724,2023-01-31,2023-04-15 04:51:04,Monitor
697,2023-03-26,2023-04-15 12:03:58,Monitor
597,2023-03-10,2023-04-15 19:51:55,Monitor
815,2023-03-12,2023-04-15 21:58:46,Speaker
442,2023-03-18,2023-04-15 11:49:09,Watch
420,2023-01-21,2023-04-15 06:40:53,Monitor
846,2023-02-14,2023-04-15 18:45:00,Speaker
507,2023-03-13,2023-04-15 16:36:50,Watch
373,2023-01-18,2023-04-15 08:05:56,Speaker
459,2023-01-16,2023-04-15 07:22:43,Watch
54,2023-01-03,2023-04-15 05:23:22,Speaker
27,2023-01-01,2023-04-15 01:45:01,Monitor
741,2023-02-22,2023-04-15 05:15:49,Monitor
394,2023-02-11,2023-04-15 00:21:43,IoT Device
185,2023-01-31,2023-04-15 19:15:48,Watch
261,2023-02-28,2023-04-15 02:57:31,Monitor
105,2023-01-25,2023-04-15 00:40:25,Watch
807,2023-01-02,2023-04-15 11:13:21,Monitor
256,2023-01-18,2023-04-15 08:50:33,Speaker
430,2023-02-11,2023-04-15 05:21:35,Watch
89,2023-03-01,2023-04-15 04:34:28,IoT Device
667,2023-02-08,2023-04-15 03:12:10,Watch
606,2023-02-28,2023-04-15 12:30:01,IoT Device
793,2023-01-13,2023-04-15 07:39:05,IoT Device
179,2023-02-12,2023-04-15 03:13:15,Speaker
287,2023-01-16,2023-04-15 15:17:17,Speaker
571,2023-03-07,2023-04-15 06:59:33,Monitor
285,2023-03-21,2023-04-15 03:37:30,IoT Device
945,2023-01-08,2023-04-15 07:12:15,Speaker
720,2023-02-09,2023-04-15 21:03:25,Monitor
73,2023-02-02,2023-04-15 16:07:42,Watch
765,2023-03-16,2023-04-15 14:39:11,IoT Device
580,2023-02-02,2023-04-15 14:46:37,IoT Device
128,2023-03-02,2023-04-15 13:22:48,Monitor
454,2023-02-05,2023-04-15 17:59:29,Watch
717,2023-01-20,2023-04-15 15:28:59,Watch
681,2023-02-24,2023-04-15 23:17:06,Speaker
401,2023-03-30,2023-04-15 19:13:12,Speaker
767,2023-01-20,2023-04-15 21:59:34,Speaker
650,2023-01-11,2023-04-15 07:50:19,Watch
391,2023-01-18,2023-04-15 21:32:45,Watch
847,2023-01-17,2023-04-15 10:34:29,Monitor
948,2023-01-26,2023-04-15 12:10:19,IoT Device
1,2023-02-21,2023-04-15 21:37:00,Watch
89,2023-03-01,2023-04-15 21:49:30,Monitor
639,2023-02-23,2023-04-15 14:33:37,IoT Device
495,2023-01-28,2023-04-15 16:01:37,Monitor
948,2023-02-17,2023-04-15 16:26:37,Speaker
594,2023-01-19,2023-04-15 03:40:29,IoT Device
423,2023-03-28,2023-04-15 00:20:22,Watch
611,2023-01-23,2023-04-15 05:18:03,Monitor
590,2023-02-06,2023-04-15 11:27:07,Speaker
526,2023-03-21,2023-04-15 18:51:59,Watch
998,2023-01-20,2023-04-15 06:03:11,IoT Device
813,2023-02-05,2023-04-15 20:53:47,Monitor
478,2023-03-20,2023-04-15 04:04:50,Speaker
761,2023-02-19,2023-04-15 20:20:26,Monitor
646,2023-03-20,2023-04-15 01:16:39,Speaker
251,2023-02-25,2023-04-15 18:12:16,Monitor
868,2023-01-05,2023-04-15 12:02:35,Monitor
818,2023-02-20,2023-04-15 07:00:10,Monitor
163,2023-01-19,2023-04-15 05:39:00,IoT Device
5,2023-01-17,2023-04-15 19:38:56,Speaker
731,2023-02-09,2023-04-15 16:02:12,Watch
975,2023-01-03,2023-04-15 18:28:59,IoT Device
347,2023-03-08,2023-04-15 04:39:19,Watch
112,2023-01-16,2023-04-15 14:25:39,IoT Device
432,2023-03-18,2023-04-15 18:50:11,Monitor
184,2023-03-24,2023-04-15 00:10:02,Speaker
34,2023-01-17,2023-04-15 04:16:24,IoT Device
189,2023-02-24,2023-04-15 16:25:48,Watch
133,2023-02-20,2023-04-15 23:21:12,Speaker
763,2023-01-17,2023-04-15 00:17:35,Monitor
890,2023-03-10,2023-04-15 14:58:42,Speaker
1,2023-02-14,2023-04-15 02:46:11,Watch
291,2023-02-16,2023-04-15 17:29:10,IoT Device
735,2023-01-19,2023-04-15 11:09:07,IoT Device
272,2023-01-04,2023-04-15 04:14:43,Watch
234,2023-01-24,2023-04-15 03:28:02,Speaker
841,2023-01-28,2023-04-15 09:11:27,IoT Device
620,2023-03-27,2023-04-15 05:26:08,IoT Device
296,2023-01-05,2023-04-15 03:55:27,IoT Device
299,2023-01-28,2023-04-15 05:51:18,Monitor
419,2023-01-20,2023-04-15 06:51:57,IoT Device
662,2023-02-20,2023-04-15 03:57:22,Speaker
716,2023-01-01,2023-04-15 09:44:29,Watch
254,2023-01-23,2023-04-15 02:57:52,Speaker
575,2023-03-19,2023-04-15 09:43:59,Monitor
719,2023-02-06,2023-04-15 14:52:33,Monitor
79,2023-01-03,2023-04-15 14:43:42,Monitor
497,2023-03-25,2023-04-15 01:19:43,Speaker
447,2023-01-03,2023-04-15 07:29:12,Speaker
282,2023-02-21,2023-04-15 22:20:57,Monitor
90,2023-03-10,2023-04-15 12:56:10,IoT Device
877,2023-01-09,2023-04-15 14:19:47,IoT Device
751,2023-01-05,2023-04-15 10:53:45,IoT Device
517,2023-03-23,2023-04-15 21:48:48,Speaker
269,2023-03-11,2023-04-15 00:40:52,Speaker
419,2023-01-16,2023-04-15 15:57:26,Watch
533,2023-01-29,2023-04-15 06:28:29,Watch
146,2023-02-24,2023-04-15 20:10:16,Watch
561,2023-03-19,2023-04-15 08:13:10,IoT Device
499,2023-03-18,2023-04-15 00:40:34,Monitor
484,2023-02-06,2023-04-15 21:46:33,Watch
652,2023-01-07,2023-04-15 15:11:36,Watch
820,2023-02-15,2023-04-15 17:24:58,Monitor
235,2023-01-23,2023-04-15 22:51:27,Speaker
293,2023-03-29,2023-04-15 06:18:15,Watch
349,2023-02-12,2023-04-15 01:56:57,Speaker
685,2023-01-30,2023-04-15 07:44:06,Speaker
504,2023-01-12,2023-04-15 09:29:08,Speaker
400,2023-01-18,2023-04-15 10:09:57,Watch
249,2023-01-01,2023-04-15 06:12:42,IoT Device
564,2023-01-31,2023-04-15 07:14:08,Speaker
690,2023-01-03,2023-04-15 00:49:21,Watch
765,2023-03-06,2023-04-15 23:40:53,Watch
980,2023-02-14,2023-04-15 08:28:51,Monitor
716,2023-02-08,2023-04-15 19:18:56,Speaker
68,2023-03-25,2023-04-15 19:21:47,IoT Device
416,2023-02-16,2023-04-15 14:47:25,Watch
710,2023-02-12,2023-04-15 10:11:19,Monitor
649,2023-03-02,2023-04-15 18:58:27,IoT Device
177,2023-02-19,2023-04-15 19:50:19,Watch
372,2023-03-03,2023-04-15 00:48:19,Speaker
941,2023-01-10,2023-04-15 16:50:30,Monitor
804,2023-01-04,2023-04-15 21:42:58,Speaker
925,2023-02-23,2023-04-15 06:09:13,Speaker
823,2023-03-09,2023-04-15 16:27:39,IoT Device
341,2023-03-08,2023-04-15 16:20:48,Speaker
342,2023-01-29,2023-04-15 23:17:12,Speaker
925,2023-02-21,2023-04-15 09:50:04,Speaker
35,2023-01-13,2023-04-15 06:39:25,Monitor
103,2023-03-03,2023-04-15 14:02:06,Watch
945,2023-03-26,2023-04-15 01:52:55,Monitor
293,2023-03-26,2023-04-15 16:10:19,Watch
746,2023-03-26,2023-04-15 22:34:20,Monitor
838,2023-03-02,2023-04-15 11:28:43,Watch
749,2023-02-14,2023-04-15 06:38:28,IoT Device
331,2023-01-20,2023-04-15 22:19:35,Watch
549,2023-03-19,2023-04-15 05:31:01,IoT Device
875,2023-02-21,2023-04-15 00:11:39,IoT Device
626,2023-03-27,2023-04-15 08:46:40,Monitor
551,2023-03-31,2023-04-15 13:33:04,IoT Device
74,2023-02-08,2023-04-15 10:20:24,Watch
821,2023-03-20,2023-04-15 22:38:53,IoT Device
118,2023-03-25,2023-04-15 01:53:18,Monitor
7,2023-03-27,2023-04-15 05:23:17,Monitor
147,2023-03-26,2023-04-15 12:43:37,Monitor
563,2023-02-13,2023-04-15 01:27:59,Monitor
124,2023-01-12,2023-04-15 23:19:05,IoT Device
49,2023-01-26,2023-04-15 15:27:15,Speaker
158,2023-03-15,2023-04-15 08:21:34,IoT Device
256,2023-01-11,2023-04-15 10:02:02,Monitor
177,2023-02-01,2023-04-15 04:13:14,Watch
699,2023-02-26,2023-04-15 21:39:20,Monitor
371,2023-02-13,2023-04-15 05:05:23,IoT Device
733,2023-03-14,2023-04-15 13:44:12,Monitor
283,2023-03-12,2023-04-15 03:46:28,Speaker
108,2023-03-19,2023-04-15 04:15:09,Speaker
90,2023-03-12,2023-04-15 07:23:46,Watch
359,2023-03-19,2023-04-15 10:52:16,IoT Device
261,2023-02-23,2023-04-15 21:30:51,Speaker
436,2023-03-10,2023-04-15 15:06:20,Monitor
735,2023-02-10,2023-04-15 06:44:37,Monitor
460,2023-01-28,2023-04-15 22:45:45,Monitor
350,2023-02-01,2023-04-15 16:42:19,Watch
608,2023-03-27,2023-04-15 12:25:24,Monitor
113,2023-02-23,2023-04-15 10:24:08,Watch
294,2023-03-12,2023-04-15 03:56:49,Speaker
190,2023-02-23,2023-04-15 09:58:28,IoT Device
692,2023-02-08,2023-04-15 20:26:30,Speaker
904,2023-01-18,2023-04-15 05:31:50,Watch
422,2023-03-01,2023-04-15 19:01:54,IoT Device
418,2023-04-01,2023-04-15 20:32:09,Monitor
49,2023-03-12,2023-04-15 06:50:53,Watch
784,2023-03-09,2023-04-15 22:52:17,Monitor
499,2023-03-30,2023-04-15 05:39:02,Monitor
17,2023-03-25,2023-04-15 09:33:23,Monitor
361,2023-01-15,2023-04-15 21:30:49,Speaker
896,2023-02-11,2023-04-15 09:32:20,Watch
595,2023-02-10,2023-04-15 19:00:31,Watch
350,2023-01-31,2023-04-15 11:33:58,IoT Device
69,2023-01-12,2023-04-15 16:03:45,Watch
921,2023-02-03,2023-04-15 23:25:23,Monitor
466,2023-01-02,2023-04-15 18:56:20,Speaker
197,2023-01-21,2023-04-15 03:55:21,Speaker
882,2023-03-11,2023-04-15 21:20:57,Speaker
361,2023-03-15,2023-04-15 10:21:30,Monitor
314,2023-03-27,2023-04-15 02:57:11,IoT Device
924,2023-03-12,2023-04-15 17:09:16,IoT Device
348,2023-02-14,2023-04-15 14:30:54,IoT Device
32,2023-02-16,2023-04-15 18:03:47,Speaker
102,2023-03-28,2023-04-15 00:02:51,IoT Device
354,2023-01-31,2023-04-15 07:27:33,Monitor
247,2023-03-16,2023-04-15 08:52:02,Watch
327,2023-02-15,2023-04-15 02:21:06,Speaker
909,2023-02-11,2023-04-15 18:01:40,Monitor
566,2023-02-19,2023-04-15 07:23:47,Speaker
598,2023-01-16,2023-04-15 00:37:39,Watch
210,2023-01-13,2023-04-15 15:56:37,Speaker
121,2023-02-15,2023-04-15 16:02:28,Speaker
64,2023-01-16,2023-04-15 10:22:50,Watch
45,2023-01-17,2023-04-15 05:01:23,IoT Device
117,2023-03-08,2023-04-15 04:18:10,Monitor
805,2023-01-21,2023-04-15 05:50:49,Watch
780,2023-01-07,2023-04-15 02:07:36,Monitor
332,2023-03-20,2023-04-15 18:36:59,Monitor
723,2023-02-26,2023-04-15 17:33:28,Speaker
690,2023-03-23,2023-04-15 07:05:27,Watch
661,2023-03-27,2023-04-15 12:12:11,Monitor
552,2023-01-25,2023-04-15 23:53:53,Speaker
654,2023-03-19,2023-04-15 01:03:16,Speaker
824,2023-01-09,2023-04-15 14:46:41,IoT Device
658,2023-02-06,2023-04-15 14:50:47,Watch
600,2023-01-03,2023-04-15 20:35:52,Speaker
5,2023-02-15,2023-04-15 20:43:54,Speaker
939,2023-03-31,2023-04-15 09:40:51,Speaker
680,2023-03-20,2023-04-15 06:47:17,Monitor
302,2023-01-16,2023-04-15 22:47:24,Monitor
509,2023-02-12,2023-04-15 08:36:30,Watch
575,2023-03-13,2023-04-15 03:27:37,IoT Device
178,2023-04-01,2023-04-15 00:30:14,Monitor
842,2023-03-23,2023-04-15 07:55:47,Watch
665,2023-03-15,2023-04-15 16:50:14,Monitor
747,2023-01-05,2023-04-15 05:01:07,Speaker
897,2023-03-21,2023-04-15 01:48:41,Speaker
156,2023-01-22,2023-04-15 06:12:30,Watch
556,2023-03-17,2023-04-15 16:02:59,Speaker
657,2023-02-01,2023-04-15 20:09:49,Monitor
930,2023-03-15,2023-04-15 03:39:46,Speaker
93,2023-01-26,2023-04-15 17:47:41,Watch
280,2023-01-02,2023-04-15 02:22:53,Monitor
142,2023-03-17,2023-04-15 05:18:14,Watch
431,2023-03-07,2023-04-15 14:35:30,IoT Device
534,2023-01-11,2023-04-15 01:45:45,Watch
294,2023-01-13,2023-04-15 07:00:38,Watch
345,2023-01-09,2023-04-15 22:14:30,Monitor
714,2023-02-15,2023-04-15 18:44:57,Monitor
65,2023-02-12,2023-04-15 05:50:18,Speaker
806,2023-03-27,2023-04-15 02:20:24,Speaker
125,2023-03-08,2023-04-15 05:36:02,IoT Device
168,2023-01-21,2023-04-15 08:04:59,IoT Device
553,2023-01-12,2023-04-15 23:22:42,Monitor
488,2023-02-10,2023-04-15 18:38:42,Watch
892,2023-01-29,2023-04-15 23:22:13,Speaker
867,2023-01-20,2023-04-15 02:48:37,Monitor
872,2023-02-25,2023-04-15 00:22:00,Speaker
126,2023-03-26,2023-04-15 10:48:24,Speaker
824,2023-03-30,2023-04-15 04:02:03,IoT Device
810,2023-01-28,2023-04-15 09:44:05,Monitor
409,2023-03-27,2023-04-15 02:35:25,Monitor
812,2023-01-19,2023-04-15 01:43:48,Monitor
966,2023-03-25,2023-04-15 15:35:48,Monitor
77,2023-03-07,2023-04-15 17:30:19,Speaker
967,2023-01-04,2023-04-15 17:31:58,Speaker
518,2023-02-26,2023-04-15 09:00:10,Monitor
993,2023-03-07,2023-04-15 18:44:00,IoT Device
601,2023-03-15,2023-04-15 03:07:46,Monitor
788,2023-01-11,2023-04-15 06:32:18,Watch
461,2023-02-19,2023-04-15 20:18:00,Watch
763,2023-02-18,2023-04-15 15:53:14,Watch
259,2023-03-12,2023-04-15 07:30:51,Speaker
83,2023-02-17,2023-04-15 07:32:36,Speaker
769,2023-03-04,2023-04-15 20:58:51,Speaker
70,2023-02-25,2023-04-15 14:44:17,Monitor
218,2023-03-30,2023-04-15 11:40:43,Monitor
779,2023-01-26,2023-04-15 17:58:30,IoT Device
964,2023-03-03,2023-04-15 10:58:35,Monitor
319,2023-02-09,2023-04-15 14:22:42,Watch
803,2023-03-14,2023-04-15 22:48:42,IoT Device
623,2023-01-22,2023-04-15 00:06:28,Watch
258,2023-02-19,2023-04-15 00:39:25,Watch
545,2023-03-08,2023-04-15 09:02:31,Speaker
962,2023-01-05,2023-04-15 08:52:17,Speaker
386,2023-03-23,2023-04-15 17:05:39,IoT Device
437,2023-01-13,2023-04-15 13:02:13,Speaker
22,2023-03-26,2023-04-15 22:08:31,Watch
648,2023-02-10,2023-04-15 02:27:25,Watch
598,2023-03-20,2023-04-15 06:32:03,Speaker
887,2023-02-11,2023-04-15 13:32:54,Monitor
554,2023-01-21,2023-04-15 10:49:30,Speaker
382,2023-03-27,2023-04-15 13:04:22,Monitor
86,2023-01-28,2023-04-15 21:40:18,Watch
881,2023-03-07,2023-04-15 23:35:51,Monitor
261,2023-01-18,2023-04-15 20:37:26,Monitor
19,2023-01-19,2023-04-15 20:52:37,Watch
716,2023-01-19,2023-04-15 10:44:08,IoT Device
753,2023-02-09,2023-04-15 15:43:01,Watch
143,2023-03-01,2023-04-15 05:25:00,Watch
553,2023-02-25,2023-04-15 23:42:30,IoT Device
359,2023-02-11,2023-04-15 13:49:08,Watch
611,2023-01-19,2023-04-15 15:41:03,Monitor
249,2023-03-06,2023-04-15 17:21:52,Speaker
407,2023-03-31,2023-04-15 02:23:49,Watch
310,2023-03-03,2023-04-15 15:37:59,Monitor
311,2023-03-22,2023-04-15 04:10:40,Monitor
597,2023-02-02,2023-04-15 13:20:34,Watch
517,2023-01-13,2023-04-15 16:20:33,Watch
300,2023-01-09,2023-04-15 02:43:35,Monitor
844,2023-01-25,2023-04-15 09:04:57,Monitor
406,2023-02-20,2023-04-15 19:43:12,Monitor
705,2023-02-05,2023-04-15 08:50:05,Speaker
785,2023-03-24,2023-04-15 20:48:43,Monitor
126,2023-01-07,2023-04-15 00:57:10,Watch
708,2023-03-27,2023-04-15 07:26:19,Speaker
558,2023-02-24,2023-04-15 17:09:09,Watch
297,2023-02-03,2023-04-15 03:58:27,Monitor
137,2023-03-27,2023-04-15 02:12:35,Monitor
228,2023-03-22,2023-04-15 22:30:30,Monitor
402,2023-02-14,2023-04-15 00:34:00,Speaker
83,2023-02-08,2023-04-15 14:02:23,Speaker
26,2023-01-09,2023-04-15 04:30:01,Watch
50,2023-03-13,2023-04-15 22:51:00,Watch
823,2023-01-18,2023-04-15 02:44:43,Monitor
692,2023-03-12,2023-04-15 02:44:32,Monitor
671,2023-03-13,2023-04-15 15:32:59,Speaker
87,2023-03-08,2023-04-15 21:35:12,Monitor
799,2023-03-14,2023-04-15 03:00:48,Speaker
965,2023-01-20,2023-04-15 20:29:35,Speaker
192,2023-03-17,2023-04-15 14:39:30,Monitor
832,2023-03-18,2023-04-15 19:26:24,Watch
474,2023-01-29,2023-04-15 10:51:04,Monitor
505,2023-03-04,2023-04-15 21:31:15,IoT Device
453,2023-03-06,2023-04-15 01:08:18,Monitor
350,2023-02-27,2023-04-15 11:35:01,Speaker
824,2023-02-07,2023-04-15 23:05:39,IoT Device
393,2023-03-25,2023-04-15 20:04:52,Speaker
793,2023-03-12,2023-04-15 22:34:43,Speaker
134,2023-03-25,2023-04-15 12:52:12,Watch
375,2023-03-22,2023-04-15 07:16:16,Speaker
670,2023-01-08,2023-04-15 11:39:28,Speaker
377,2023-01-19,2023-04-15 06:16:33,Monitor
106,2023-01-10,2023-04-15 09:13:55,Watch
201,2023-02-15,2023-04-15 12:07:18,IoT Device
687,2023-03-07,2023-04-15 13:08:00,IoT Device
950,2023-03-21,2023-04-15 08:00:18,Speaker
49,2023-01-01,2023-04-15 02:27:03,IoT Device
908,2023-03-03,2023-04-15 14:56:33,Watch
373,2023-03-26,2023-04-15 06:50:37,Speaker
380,2023-02-11,2023-04-15 02:45:34,Watch
975,2023-01-03,2023-04-15 10:58:46,Speaker
572,2023-01-25,2023-04-15 04:13:21,Speaker
197,2023-02-22,2023-04-15 11:20:58,Monitor
632,2023-03-02,2023-04-15 06:17:43,Watch
162,2023-01-14,2023-04-15 06:52:26,IoT Device
555,2023-03-16,2023-04-15 18:08:29,Speaker
886,2023-01-12,2023-04-15 04:12:01,Monitor
883,2023-01-20,2023-04-15 20:00:07,Monitor
255,2023-03-02,2023-04-15 13:42:03,IoT Device
703,2023-01-31,2023-04-15 12:30:08,IoT Device
323,2023-01-05,2023-04-15 12:37:16,IoT Device
158,2023-02-05,2023-04-15 15:46:32,IoT Device
329,2023-02-24,2023-04-15 12:30:12,Monitor
279,2023-02-13,2023-04-15 21:15:28,Monitor
359,2023-01-31,2023-04-15 01:18:32,Watch
337,2023-03-12,2023-04-15 23:33:43,Speaker
777,2023-03-26,2023-04-15 15:23:03,Speaker
828,2023-03-30,2023-04-15 15:34:39,IoT Device
770,2023-03-07,2023-04-15 12:52:41,Watch
215,2023-03-07,2023-04-15 16:23:17,Monitor
826,2023-02-10,2023-04-15 16:36:33,Monitor
14,2023-03-19,2023-04-15 13:40:27,IoT Device
89,2023-02-25,2023-04-15 11:43:55,IoT Device
6,2023-01-01,2023-04-15 16:45:36,Speaker
385,2023-01-31,2023-04-15 03:22:53,IoT Device
468,2023-03-08,2023-04-15 05:45:37,IoT Device
409,2023-02-11,2023-04-15 17:42:37,IoT Device
727,2023-01-01,2023-04-15 03:18:46,Monitor
641,2023-01-18,2023-04-15 14:12:00,IoT Device
572,2023-02-07,2023-04-15 02:24:16,IoT Device
452,2023-01-24,2023-04-15 00:18:52,IoT Device
314,2023-03-17,2023-04-15 04:43:59,IoT Device
53,2023-01-31,2023-04-15 14:43:19,IoT Device
905,2023-03-08,2023-04-15 21:51:37,Watch
138,2023-03-11,2023-04-15 05:06:19,Watch
908,2023-03-26,2023-04-15 11:06:13,Monitor
122,2023-01-13,2023-04-15 19:02:18,Monitor
133,2023-02-27,2023-04-15 00:29:16,Monitor
174,2023-03-17,2023-04-15 07:37:35,Speaker
872,2023-01-24,2023-04-15 10:11:52,IoT Device
795,2023-02-02,2023-04-15 12:08:04,Watch
680,2023-03-03,2023-04-15 01:53:08,Monitor
991,2023-02-02,2023-04-15 12:38:14,IoT Device
6,2023-03-14,2023-04-15 19:08:36,Monitor
92,2023-01-10,2023-04-15 01:03:18,Monitor
181,2023-03-11,2023-04-15 04:00:18,Monitor
659,2023-03-12,2023-04-15 03:37:13,IoT Device
733,2023-02-09,2023-04-15 12:55:51,Watch
257,2023-01-03,2023-04-15 10:21:14,Speaker
238,2023-03-03,2023-04-15 09:40:42,Watch
113,2023-03-04,2023-04-15 23:16:27,Watch
825,2023-03-08,2023-04-15 08:58:39,IoT Device
287,2023-01-21,2023-04-15 23:19:07,IoT Device
806,2023-02-24,2023-04-15 20:46:34,Monitor
549,2023-01-10,2023-04-15 12:41:40,Speaker
533,2023-02-21,2023-04-15 20:18:49,Watch
555,2023-01-08,2023-04-15 15:42:05,IoT Device
306,2023-02-10,2023-04-15 09:27:16,Monitor
166,2023-01-11,2023-04-15 02:32:41,Monitor
365,2023-03-31,2023-04-15 08:20:20,Watch
693,2023-01-10,2023-04-15 04:27:34,Speaker
873,2023-02-11,2023-04-15 23:55:47,IoT Device
725,2023-01-12,2023-04-15 12:54:18,Monitor
8,2023-01-09,2023-04-15 20:38:15,Speaker
672,2023-02-01,2023-04-15 10:31:20,Speaker
29,2023-01-20,2023-04-15 02:27:49,IoT Device
192,2023-02-18,2023-04-15 17:49:09,Speaker
208,2023-01-11,2023-04-15 17:36:09,Watch
826,2023-02-18,2023-04-15 12:25:58,IoT Device
6,2023-02-28,2023-04-15 04:40:42,Monitor
493,2023-03-05,2023-04-15 19:28:47,Speaker
907,2023-03-10,2023-04-15 01:44:14,IoT Device
548,2023-02-27,2023-04-15 01:14:59,IoT Device
478,2023-01-25,2023-04-15 22:06:26,Speaker
692,2023-02-19,2023-04-15 15:18:52,IoT Device
837,2023-03-08,2023-04-15 03:26:47,Speaker
810,2023-02-04,2023-04-15 16:17:18,IoT Device
580,2023-03-18,2023-04-15 07:15:45,Watch
722,2023-03-16,2023-04-15 10:48:30,Monitor
8,2023-03-10,2023-04-15 06:23:55,Monitor
192,2023-02-07,2023-04-15 23:05:12,Monitor
109,2023-03-12,2023-04-15 18:08:04,IoT Device
27,2023-01-05,2023-04-15 15:27:34,Monitor
465,2023-02-07,2023-04-15 19:04:08,IoT Device
199,2023-01-01,2023-04-15 23:41:42,IoT Device
455,2023-02-10,2023-04-15 04:26:33,Speaker
225,2023-01-29,2023-04-15 00:26:36,Monitor
830,2023-02-14,2023-04-15 04:36:32,Watch
928,2023-02-15,2023-04-15 10:22:51,Speaker
99,2023-03-23,2023-04-15 13:51:38,Watch
456,2023-03-18,2023-04-15 18:13:09,IoT Device
818,2023-03-31,2023-04-15 21:16:53,Watch
804,2023-01-26,2023-04-15 23:21:51,Speaker
218,2023-01-31,2023-04-15 19:18:42,IoT Device
847,2023-03-23,2023-04-15 11:19:04,Watch
