device_id,gps_date,gps_time,latitude,longitude,latitude_direction,longitude_direction
835,2023-01-09,02:02:34,-11,68,South,West
579,2023-01-11,06:14:07,85,19,North,West
916,2023-02-25,18:49:00,8,10,North,West
596,2023-01-20,01:04:45,74,-97,North,East
506,2023-02-23,01:34:10,-86,-44,South,East
209,2023-03-23,20:02:16,78,-78,North,East
448,2023-02-19,12:51:01,25,1,North,West
229,2023-02-16,07:09:58,52,138,North,West
878,2023-01-18,19:06:31,41,-163,North,East
302,2023-01-19,08:33:20,77,2,North,West
972,2023-03-25,00:44:29,17,-79,North,East
825,2023-02-20,16:00:57,40,140,North,West
612,2023-02-05,23:24:47,-26,11,South,West
16,2023-02-12,22:35:18,-74,-60,South,East
380,2023-03-15,14:55:28,4,15,North,West
166,2023-02-05,22:26:00,8,-136,North,East
724,2023-02-24,09:32:28,10,93,North,West
165,2023-01-29,23:18:30,-50,37,South,West
942,2023-02-03,00:30:47,16,-64,North,East
942,2023-03-02,07:56:35,-53,70,South,West
881,2023-03-08,22:32:59,-37,15,South,West
181,2023-02-08,09:49:38,-21,127,South,West
778,2023-03-22,03:28:57,-51,-123,South,East
208,2023-02-03,01:40:29,47,-24,North,East
862,2023-02-06,17:35:34,37,-13,North,East
457,2023-02-22,20:36:23,-6,-128,South,East
765,2023-02-28,16:16:21,89,-157,North,East
794,2023-03-10,19:00:21,2,61,North,West
100,2023-03-21,00:19:36,-49,152,South,West
335,2023-02-22,09:34:01,1,-178,North,East
233,2023-03-17,21:37:09,3,65,North,West
912,2023-02-25,16:28:24,-42,170,South,West
796,2023-02-02,02:39:50,-40,-38,South,East
751,2023-01-06,18:03:04,-55,-51,South,East
970,2023-02-05,14:47:16,77,134,North,West
644,2023-02-17,12:26:01,74,-135,North,East
18,2023-01-01,09:19:52,2,0,North,West
17,2023-03-16,17:22:23,-43,-107,South,East
86,2023-03-26,01:43:02,-17,-128,South,East
888,2023-01-17,05:41:50,44,-23,North,East
82,2023-02-02,22:55:09,80,23,North,West
322,2023-01-09,14:21:24,-68,-105,South,East
693,2023-02-22,15:22:49,3,51,North,West
821,2023-01-30,08:03:22,3,-164,North,East
34,2023-03-26,11:09:44,75,-82,North,East
905,2023-02-26,07:36:33,36,24,North,West
602,2023-01-03,06:20:51,-87,63,South,West
830,2023-02-14,18:39:00,21,-165,North,East
979,2023-02-09,22:50:22,63,46,North,West
538,2023-01-10,21:45:08,27,-75,North,East
665,2023-04-01,02:01:43,35,138,North,West
942,2023-02-08,09:08:21,38,-19,North,East
180,2023-03-17,06:08:29,-46,-125,South,East
173,2023-03-27,17:13:33,-13,-159,South,East
405,2023-01-02,08:51:23,71,-105,North,East
86,2023-01-01,08:18:39,45,152,North,West
641,2023-02-03,18:43:34,44,114,North,West
102,2023-01-02,23:06:09,-41,-63,South,East
440,2023-03-14,06:31:33,-28,-5,South,East
223,2023-01-08,03:43:47,86,168,North,West
601,2023-01-04,11:25:19,-77,107,South,West
944,2023-01-31,10:15:47,-10,88,South,West
655,2023-02-27,19:04:09,25,87,North,West
168,2023-03-19,09:32:10,49,43,North,West
449,2023-01-04,13:02:28,-28,-71,South,East
477,2023-01-15,08:14:41,-79,3,South,West
855,2023-03-26,08:11:26,-45,14,South,West
451,2023-03-21,07:12:08,-65,-151,South,East
354,2023-02-11,01:19:19,28,132,North,West
188,2023-03-22,17:15:18,34,-17,North,East
643,2023-03-19,14:31:44,66,-114,North,East
704,2023-03-23,13:21:04,-90,-15,South,East
296,2023-03-28,10:18:47,23,176,North,West
558,2023-01-25,23:21:59,23,-143,North,East
1,2023-03-30,21:41:32,-65,128,South,West
840,2023-02-10,04:37:11,-53,-143,South,East
533,2023-03-03,03:54:38,-73,97,South,West
170,2023-01-02,20:07:13,-13,110,South,West
964,2023-01-28,18:38:15,16,-91,North,East
407,2023-01-10,03:44:47,82,120,North,West
485,2023-02-01,22:34:38,-34,-101,South,East
238,2023-01-24,19:28:15,-69,-145,South,East
429,2023-02-27,06:14:59,-32,-148,South,East
985,2023-01-15,17:11:05,-9,91,South,West
889,2023-01-26,00:55:15,3,4,North,West
399,2023-03-04,17:04:37,12,153,North,West
580,2023-03-16,16:59:20,12,31,North,West
493,2023-04-01,23:05:52,-87,3,South,West
834,2023-01-21,22:06:48,90,79,North,West
318,2023-02-14,01:26:46,-6,137,South,West
817,2023-01-08,06:59:12,74,74,North,West
630,2023-01-17,08:09:45,-14,-149,South,East
978,2023-01-24,23:42:22,-15,2,South,West
464,2023-03-04,10:56:45,18,136,North,West
408,2023-02-27,21:20:28,35,-145,North,East
813,2023-03-01,15:33:32,-17,26,South,West
751,2023-03-16,15:25:07,-90,-71,South,East
336,2023-01-04,08:52:47,10,125,North,West
435,2023-03-02,12:34:42,43,77,North,West
538,2023-01-04,18:02:11,87,98,North,West
325,2023-03-16,22:52:27,77,-137,North,East
647,2023-01-28,13:51:49,45,150,North,West
334,2023-02-02,11:21:04,82,73,North,West
279,2023-02-13,00:03:08,3,-64,North,East
108,2023-03-23,10:21:44,-16,49,South,West
43,2023-02-17,11:42:58,69,-72,North,East
655,2023-02-01,18:14:22,20,97,North,West
123,2023-01-24,06:50:49,-88,10,South,West
17,2023-01-04,18:06:41,-61,-146,South,East
547,2023-02-03,17:58:12,42,106,North,West
852,2023-03-12,17:01:56,88,48,North,West
705,2023-02-26,09:47:25,41,180,North,West
427,2023-02-21,06:11:26,77,-160,North,East
632,2023-03-27,06:35:35,-2,-136,South,East
441,2023-02-10,14:27:24,88,-23,North,East
189,2023-01-09,10:48:39,-65,116,South,West
627,2023-01-01,14:20:16,-64,-83,South,East
272,2023-01-10,17:08:12,-85,99,South,West
659,2023-01-15,02:46:16,-2,-33,South,East
828,2023-02-09,16:50:42,2,-176,North,East
267,2023-02-17,16:06:30,-32,-98,South,East
494,2023-02-16,07:36:36,66,-11,North,East
458,2023-03-02,11:23:30,72,-49,North,East
629,2023-03-12,12:43:45,-56,80,South,West
641,2023-03-23,10:44:05,36,52,North,West
942,2023-01-08,11:54:38,-89,80,South,West
862,2023-03-07,19:23:53,84,120,North,West
580,2023-03-29,18:00:50,-70,7,South,West
747,2023-02-06,06:50:37,47,-36,North,East
40,2023-02-27,08:03:48,67,-127,North,East
55,2023-02-22,03:06:11,18,45,North,West
786,2023-03-24,03:49:11,16,169,North,West
961,2023-02-05,22:15:04,54,137,North,West
339,2023-02-25,16:21:43,-34,66,South,West
661,2023-03-13,00:54:22,-80,29,South,West
328,2023-01-10,11:54:27,89,-2,North,East
190,2023-01-04,11:23:42,-56,42,South,West
253,2023-02-03,08:33:58,71,74,North,West
960,2023-03-06,13:37:03,-26,119,South,West
143,2023-01-07,20:11:21,76,-70,North,East
985,2023-03-21,19:01:00,61,-180,North,East
17,2023-01-09,15:26:52,-78,-104,South,East
864,2023-02-02,11:29:27,-62,-22,South,East
218,2023-02-13,22:36:49,-5,-59,South,East
532,2023-03-25,05:23:12,-60,-85,South,East
651,2023-01-27,16:09:47,-61,79,South,West
487,2023-03-16,08:14:56,4,-123,North,East
866,2023-03-03,15:00:12,-47,141,South,West
335,2023-01-21,08:24:07,-36,-131,South,East
588,2023-01-19,17:49:21,27,37,North,West
538,2023-02-27,05:50:48,67,-46,North,East
415,2023-02-24,08:51:33,24,53,North,West
547,2023-01-01,03:11:15,-14,60,South,West
873,2023-02-18,04:42:36,48,150,North,West
706,2023-02-24,23:50:03,82,33,North,West
653,2023-01-26,13:23:50,-19,-17,South,East
821,2023-01-19,08:00:05,50,72,North,West
317,2023-03-19,18:08:14,-62,171,South,West
386,2023-01-09,06:50:05,35,-10,North,East
285,2023-01-25,06:53:25,27,-31,North,East
71,2023-02-28,05:35:40,23,-61,North,East
45,2023-03-23,02:30:32,-84,0,South,West
98,2023-03-09,01:54:06,60,51,North,West
377,2023-03-21,18:50:21,-22,-115,South,East
560,2023-01-14,15:44:52,-30,-110,South,East
260,2023-02-01,12:42:27,-49,-15,South,East
240,2023-02-04,19:19:57,-85,30,South,West
482,2023-01-02,04:21:40,83,133,North,West
831,2023-03-27,09:54:00,22,-174,North,East
566,2023-03-26,23:29:00,62,28,North,West
128,2023-02-25,14:35:43,20,-67,North,East
789,2023-02-19,17:26:44,25,118,North,West
512,2023-02-16,12:08:25,-50,-166,South,East
33,2023-03-27,16:03:11,83,1,North,West
115,2023-01-02,11:06:16,-38,155,South,West
935,2023-01-23,02:05:49,-53,-107,South,East
182,2023-01-07,02:45:54,77,36,North,West
543,2023-03-13,15:58:17,-80,-171,South,East
662,2023-01-11,04:00:24,-31,-2,South,East
846,2023-02-14,13:03:10,65,87,North,West
867,2023-03-12,23:08:12,-4,20,South,West
48,2023-03-04,13:24:47,-58,142,South,West
670,2023-01-18,22:07:10,43,-1,North,East
502,2023-03-02,09:56:10,-26,72,South,West
387,2023-03-05,23:33:19,-41,153,South,West
638,2023-01-29,15:24:37,-42,157,South,West
711,2023-01-20,06:58:46,6,-129,North,East
681,2023-03-16,12:45:20,72,-98,North,East
567,2023-03-19,10:35:34,-1,-64,South,East
534,2023-01-10,13:50:54,79,-144,North,East
708,2023-03-05,23:33:16,71,-112,North,East
99,2023-03-26,07:31:50,40,-127,North,East
438,2023-01-02,18:45:11,-51,150,South,West
39,2023-01-27,05:26:49,-40,158,South,West
149,2023-02-12,17:51:36,12,46,North,West
301,2023-01-06,17:24:32,-52,-35,South,East
159,2023-02-18,08:42:33,37,-18,North,East
306,2023-01-14,11:57:56,25,-66,North,East
603,2023-03-21,23:22:49,20,-61,North,East
78,2023-03-30,00:10:55,23,-87,North,East
407,2023-02-24,19:46:31,5,10,North,West
566,2023-02-16,20:39:06,-61,-13,South,East
751,2023-01-26,21:25:43,-46,15,South,West
858,2023-04-01,17:40:38,29,-56,North,East
63,2023-01-06,12:06:50,25,-86,North,East
812,2023-01-27,05:18:31,-25,88,South,West
737,2023-03-16,13:29:02,77,78,North,West
365,2023-03-24,09:08:26,46,11,North,West
297,2023-03-13,20:41:25,11,7,North,West
254,2023-01-27,13:37:24,8,174,North,West
303,2023-02-08,23:53:27,-76,-64,South,East
760,2023-01-10,00:29:44,2,160,North,West
368,2023-01-09,03:51:36,52,-38,North,East
271,2023-02-15,12:47:39,-13,-100,South,East
933,2023-02-08,21:43:15,30,-113,North,East
219,2023-03-29,13:50:53,56,72,North,West
553,2023-03-21,13:10:56,55,-97,North,East
945,2023-03-17,07:52:28,80,37,North,West
418,2023-03-04,00:21:26,4,-106,North,East
5,2023-02-07,02:56:32,-70,-50,South,East
488,2023-03-13,08:55:08,4,161,North,West
637,2023-02-08,13:47:21,26,-35,North,East
609,2023-02-16,13:14:57,31,3,North,West
516,2023-03-19,11:34:36,49,79,North,West
998,2023-02-15,14:35:41,-44,17,South,West
396,2023-01-16,20:25:58,-83,180,South,West
993,2023-03-25,00:06:33,-32,-17,South,East
494,2023-01-07,06:48:28,-41,-8,South,East
860,2023-01-26,23:57:44,-67,-43,South,East
72,2023-03-03,16:44:26,41,-123,North,East
672,2023-03-04,23:55:27,-14,-80,South,East
649,2023-01-04,06:04:55,58,-1,North,East
457,2023-01-26,19:36:23,49,121,North,West
654,2023-01-06,20:29:08,6,-46,North,East
337,2023-02-20,04:12:32,22,-64,North,East
319,2023-02-02,15:31:36,7,117,North,West
887,2023-01-25,07:50:25,-86,125,South,West
285,2023-03-28,22:53:55,-82,59,South,West
188,2023-01-21,18:46:25,3,11,North,West
793,2023-01-01,16:01:34,-5,126,South,West
328,2023-03-11,09:50:34,-61,21,South,West
395,2023-02-11,03:54:53,-80,-60,South,East
977,2023-01-12,23:26:46,75,-143,North,East
334,2023-03-21,18:37:52,19,-44,North,East
677,2023-01-15,23:10:55,-73,108,South,West
439,2023-03-08,17:26:01,-15,-37,South,East
500,2023-02-21,01:27:47,30,140,North,West
178,2023-01-27,11:28:59,-87,126,South,West
406,2023-01-29,04:45:44,-35,5,South,West
258,2023-01-30,06:13:56,31,-106,North,East
549,2023-02-09,00:15:29,2,171,North,West
141,2023-03-24,05:58:43,-43,-76,South,East
307,2023-02-02,08:39:06,-9,105,South,West
38,2023-02-21,07:06:07,60,-72,North,East
853,2023-01-24,15:27:57,69,-92,North,East
106,2023-03-09,11:36:19,41,18,North,West
833,2023-02-25,01:10:20,-40,-74,South,East
908,2023-01-13,04:16:04,50,-170,North,East
689,2023-03-15,13:07:56,-84,87,South,West
584,2023-02-11,11:39:50,-29,32,South,West
767,2023-01-12,13:32:38,41,-165,North,East
249,2023-03-03,23:13:59,57,-178,North,East
208,2023-03-16,02:14:48,73,155,North,West
272,2023-01-09,02:39:39,7,77,North,West
365,2023-03-19,06:58:14,73,58,North,West
758,2023-02-14,11:45:05,-7,-141,South,East
765,2023-02-19,06:19:13,6,-179,North,East
502,2023-03-23,15:33:53,49,-26,North,East
570,2023-02-28,14:12:54,-68,70,South,West
563,2023-03-10,01:37:08,41,-9,North,East
645,2023-02-08,17:38:31,79,-66,North,East
713,2023-01-08,11:04:47,77,-74,North,East
695,2023-03-03,05:49:03,12,-34,North,East
545,2023-01-08,14:28:48,-72,-53,South,East
213,2023-01-01,17:13:55,79,-159,North,East
295,2023-04-01,02:35:18,-88,26,South,West
13,2023-03-13,09:52:14,72,-171,North,East
859,2023-02-08,15:12:14,52,-123,North,East
292,2023-03-23,13:53:03,-51,-35,South,East
373,2023-01-06,04:56:36,36,58,North,West
316,2023-01-13,12:35:52,-35,-83,South,East
654,2023-01-28,09:53:31,1,140,North,West
191,2023-03-12,07:45:48,-7,134,South,West
454,2023-03-04,17:41:22,-28,88,South,West
892,2023-01-06,21:08:45,-13,-72,South,East
98,2023-03-25,22:16:21,49,39,North,West
561,2023-01-05,12:33:05,-77,41,South,West
442,2023-03-04,20:40:14,-56,109,South,West
314,2023-03-21,11:04:53,-15,129,South,West
714,2023-03-04,02:51:12,-61,62,South,West
96,2023-03-29,19:06:12,49,-17,North,East
64,2023-02-27,13:10:11,-84,124,South,West
236,2023-03-16,03:20:46,56,-28,North,East
966,2023-03-28,00:22:59,36,-3,North,East
486,2023-02-15,00:00:24,1,51,North,West
736,2023-01-11,10:35:28,-31,-159,South,East
81,2023-01-15,12:25:00,-76,108,South,West
123,2023-01-22,15:02:05,-86,-146,South,East
872,2023-02-14,09:29:29,-12,-85,South,East
972,2023-01-14,06:48:59,87,21,North,West
401,2023-01-25,21:52:24,22,89,North,West
174,2023-01-10,11:55:26,-15,-103,South,East
14,2023-03-09,15:21:38,73,-121,North,East
388,2023-01-08,11:24:59,23,4,North,West
373,2023-01-08,00:29:13,-31,-13,South,East
188,2023-03-16,01:58:59,-36,34,South,West
912,2023-03-03,04:11:52,89,141,North,West
544,2023-03-05,17:23:32,65,-131,North,East
352,2023-02-20,05:43:03,-45,-159,South,East
62,2023-02-21,17:53:16,-23,157,South,West
908,2023-02-10,00:14:09,19,68,North,West
298,2023-01-23,21:25:37,23,-87,North,East
965,2023-02-04,02:57:26,-2,171,South,West
779,2023-02-26,16:24:49,-46,138,South,West
142,2023-02-05,23:58:24,68,171,North,West
185,2023-02-07,03:22:12,24,11,North,West
482,2023-02-07,00:08:22,-9,14,South,West
350,2023-01-27,02:25:46,-72,-73,South,East
368,2023-01-04,23:11:58,29,12,North,West
30,2023-02-22,14:06:31,-34,-37,South,East
145,2023-02-27,22:59:05,63,17,North,West
532,2023-01-06,07:42:28,-57,-35,South,East
955,2023-01-06,20:58:45,18,-47,North,East
95,2023-02-14,17:27:04,-18,-46,South,East
902,2023-02-18,07:25:47,-88,-158,South,East
205,2023-03-12,00:34:54,-73,38,South,West
5,2023-01-02,00:17:34,-57,-18,South,East
121,2023-03-19,10:47:10,-52,130,South,West
745,2023-02-01,19:03:19,21,92,North,West
745,2023-01-26,12:41:26,-46,60,South,West
206,2023-03-15,11:56:21,-10,30,South,West
144,2023-02-27,10:16:57,89,-90,North,East
44,2023-01-17,21:00:50,-47,165,South,West
583,2023-03-31,14:57:08,-86,-92,South,East
8,2023-02-09,08:07:06,73,-55,North,East
472,2023-03-26,08:15:43,-55,-113,South,East
265,2023-03-06,02:55:33,56,-102,North,East
113,2023-02-05,08:01:58,-16,168,South,West
385,2023-02-09,17:48:30,18,-133,North,East
605,2023-01-16,08:09:21,-79,-53,South,East
291,2023-02-16,22:13:17,-70,-66,South,East
20,2023-02-05,18:22:07,-54,3,South,West
565,2023-03-15,06:09:52,-53,20,South,West
721,2023-02-13,06:28:56,-74,-8,South,East
970,2023-03-08,23:40:34,51,121,North,West
958,2023-02-09,09:41:51,4,149,North,West
219,2023-01-18,04:01:54,65,99,North,West
820,2023-01-21,13:15:25,68,171,North,West
545,2023-01-04,08:29:08,52,-68,North,East
521,2023-01-13,07:38:41,-12,-55,South,East
102,2023-01-04,16:18:15,-7,-6,South,East
551,2023-01-10,18:24:22,43,1,North,West
573,2023-03-14,19:06:51,-69,89,South,West
636,2023-01-27,03:18:07,60,1,North,West
384,2023-03-13,00:35:10,-34,169,South,West
653,2023-02-08,12:50:58,61,-138,North,East
142,2023-03-09,05:54:44,57,-81,North,East
733,2023-01-28,07:07:45,-13,13,South,West
10,2023-02-03,02:58:38,49,171,North,West
394,2023-03-09,04:23:22,19,-74,North,East
498,2023-03-09,15:36:25,-43,-17,South,East
354,2023-01-13,04:06:49,-47,94,South,West
978,2023-02-12,12:44:16,-81,-93,South,East
265,2023-03-10,15:23:20,84,67,North,West
705,2023-01-25,21:01:45,35,-118,North,East
974,2023-01-02,05:47:45,75,53,North,West
496,2023-02-22,07:47:19,-90,177,South,West
647,2023-03-10,17:58:46,69,65,North,West
196,2023-02-11,15:15:21,33,-100,North,East
174,2023-01-05,07:44:46,87,-44,North,East
429,2023-02-21,18:09:25,-33,171,South,West
421,2023-01-18,23:02:24,53,52,North,West
927,2023-01-20,12:40:01,36,-156,North,East
833,2023-02-02,19:41:11,-27,58,South,West
443,2023-02-14,17:46:06,30,141,North,West
845,2023-03-11,08:10:03,-87,-172,South,East
635,2023-03-31,19:52:44,13,95,North,West
708,2023-02-28,13:22:17,75,-178,North,East
488,2023-02-27,20:48:24,39,-114,North,East
268,2023-01-17,17:07:57,2,141,North,West
153,2023-03-16,09:26:42,50,-118,North,East
576,2023-02-15,11:51:05,-61,-113,South,East
906,2023-01-23,09:21:38,14,120,North,West
762,2023-02-09,22:25:02,66,-93,North,East
476,2023-03-30,14:17:23,-37,31,South,West
953,2023-02-12,04:11:08,-82,-115,South,East
304,2023-03-23,04:24:45,-79,69,South,West
274,2023-03-18,19:32:18,-70,164,South,West
305,2023-02-01,01:53:07,-42,80,South,West
506,2023-02-22,00:58:31,80,127,North,West
195,2023-01-16,01:26:20,84,-41,North,East
380,2023-03-12,23:49:23,-83,-99,South,East
924,2023-03-03,20:51:29,12,-155,North,East
853,2023-03-01,19:00:32,-43,-137,South,East
984,2023-03-19,04:09:51,19,153,North,West
884,2023-01-30,15:32:10,-66,101,South,West
525,2023-01-27,21:29:50,-74,-25,South,East
905,2023-03-10,12:45:40,88,177,North,West
808,2023-01-04,03:10:58,27,-142,North,East
233,2023-01-09,01:11:55,23,40,North,West
711,2023-03-14,07:57:10,58,145,North,West
772,2023-02-18,10:48:37,6,-30,North,East
997,2023-01-02,04:16:56,54,-123,North,East
707,2023-01-01,18:25:25,-29,162,South,West
41,2023-02-17,21:31:25,-46,5,South,West
858,2023-03-16,12:54:02,-33,-1,South,East
973,2023-03-04,01:01:24,27,127,North,West
502,2023-02-06,02:53:52,-77,143,South,West
779,2023-02-10,11:03:21,-71,176,South,West
800,2023-03-01,05:24:11,-32,102,South,West
394,2023-01-02,09:42:30,15,51,North,West
747,2023-01-04,16:24:06,-41,-87,South,East
262,2023-02-28,07:36:58,-23,175,South,West
509,2023-03-05,02:00:40,26,-164,North,East
77,2023-01-17,10:19:49,-90,-34,South,East
60,2023-02-04,16:12:37,-23,36,South,West
220,2023-02-14,23:29:46,16,-20,North,East
468,2023-01-13,16:28:31,29,37,North,West
415,2023-01-30,16:27:04,27,-26,North,East
250,2023-02-08,19:27:03,10,21,North,West
541,2023-03-15,17:39:03,-78,-134,South,East
466,2023-01-21,20:43:27,13,-166,North,East
251,2023-02-07,21:11:54,-42,75,South,West
884,2023-02-11,12:23:19,-16,-174,South,East
431,2023-03-17,19:07:15,-31,-15,South,East
311,2023-01-07,23:00:50,-11,102,South,West
828,2023-03-25,09:55:07,47,73,North,West
358,2023-03-19,04:35:09,-39,-82,South,East
947,2023-01-11,14:17:51,-82,-102,South,East
795,2023-02-25,23:22:42,31,31,North,West
179,2023-01-02,11:37:12,-85,158,South,West
642,2023-02-15,09:30:43,75,-11,North,East
99,2023-02-04,02:09:27,-47,-89,South,East
719,2023-03-22,01:41:39,-17,115,South,West
988,2023-03-15,00:29:53,-23,-35,South,East
25,2023-02-15,19:10:19,66,-177,North,East
931,2023-02-17,22:05:18,29,-172,North,East
838,2023-02-05,11:28:34,-28,-24,South,East
141,2023-01-06,05:47:55,-61,126,South,West
166,2023-02-23,20:53:14,-26,49,South,West
88,2023-02-10,09:39:09,57,77,North,West
220,2023-01-19,08:37:34,-24,40,South,West
196,2023-03-04,15:59:13,13,-75,North,East
427,2023-03-17,22:18:18,31,172,North,West
153,2023-01-16,07:34:07,-84,150,South,West
356,2023-03-03,02:37:06,33,130,North,West
438,2023-03-17,07:26:18,-90,-112,South,East
775,2023-02-20,13:03:17,-39,-35,South,East
520,2023-02-11,16:58:17,-66,-38,South,East
543,2023-03-19,21:43:33,-49,122,South,West
902,2023-02-21,06:26:06,-9,-51,South,East
502,2023-03-17,09:56:10,84,-60,North,East
347,2023-03-04,14:22:08,-55,-162,South,East
860,2023-01-25,11:15:52,-73,61,South,West
273,2023-03-10,12:41:35,68,85,North,West
893,2023-03-10,05:04:03,-75,175,South,West
893,2023-03-09,06:24:57,34,101,North,West
617,2023-03-18,12:59:26,-1,76,South,West
111,2023-01-14,19:21:59,-46,146,South,West
817,2023-03-28,03:26:38,-24,168,South,West
111,2023-01-30,10:46:38,89,85,North,West
285,2023-03-24,14:18:42,12,-13,North,East
980,2023-03-27,21:32:46,74,100,North,West
597,2023-03-05,20:02:31,-26,148,South,West
540,2023-02-06,16:52:35,-87,119,South,West
853,2023-03-04,07:40:20,-48,127,South,West
488,2023-01-31,15:25:17,-37,74,South,West
243,2023-01-14,08:03:03,46,173,North,West
634,2023-01-02,00:58:08,-27,175,South,West
221,2023-02-17,15:33:20,-57,-21,South,East
38,2023-02-28,16:03:34,-49,-77,South,East
593,2023-02-25,19:59:33,3,-26,North,East
535,2023-01-10,17:33:51,-86,-167,South,East
364,2023-01-09,16:25:41,-71,52,South,West
598,2023-02-27,10:50:00,64,-105,North,East
353,2023-02-23,18:00:09,12,157,North,West
994,2023-03-16,06:27:40,-14,-66,South,East
299,2023-02-26,19:52:15,9,175,North,West
447,2023-02-26,21:58:57,14,-166,North,East
870,2023-01-25,05:08:41,-51,-135,South,East
78,2023-01-11,21:10:01,87,165,North,West
634,2023-03-22,09:25:41,73,51,North,West
727,2023-01-20,15:04:45,-27,-8,South,East
150,2023-02-15,19:48:37,45,-126,North,East
966,2023-03-29,04:27:38,-78,127,South,West
373,2023-01-21,14:33:18,-44,60,South,West
114,2023-01-20,03:55:49,25,-92,North,East
335,2023-03-17,23:32:43,27,52,North,West
841,2023-02-20,08:58:22,59,-153,North,East
726,2023-02-18,23:06:41,-82,-52,South,East
772,2023-01-29,21:43:30,-77,28,South,West
921,2023-03-15,15:36:16,-54,8,South,West
191,2023-01-15,22:37:02,90,-72,North,East
485,2023-01-27,20:58:59,-47,-63,South,East
574,2023-02-01,00:20:10,3,-158,North,East
494,2023-01-24,06:41:52,47,11,North,West
41,2023-02-23,14:57:39,63,-24,North,East
210,2023-01-31,12:51:48,83,173,North,West
544,2023-02-20,19:01:06,-34,165,South,West
324,2023-02-18,09:23:46,19,-54,North,East
789,2023-03-06,06:09:27,69,-2,North,East
94,2023-01-06,11:57:43,-28,135,South,West
541,2023-03-07,08:41:14,90,-78,North,East
476,2023-01-09,14:55:07,-90,-100,South,East
118,2023-01-24,21:46:46,-31,-88,South,East
600,2023-03-26,21:32:54,84,105,North,West
361,2023-01-27,07:16:57,80,94,North,West
108,2023-03-04,00:46:51,-10,-32,South,East
323,2023-03-17,08:48:11,-87,-164,South,East
502,2023-01-15,06:13:55,-85,80,South,West
424,2023-01-10,10:32:34,-57,53,South,West
803,2023-02-13,20:54:22,4,-87,North,East
343,2023-01-02,05:18:20,-21,-10,South,East
988,2023-02-27,21:09:21,25,43,North,West
152,2023-01-24,04:19:32,49,-16,North,East
39,2023-01-12,22:08:30,-57,-174,South,East
827,2023-01-11,21:17:44,-67,30,South,West
269,2023-02-06,00:01:40,55,157,North,West
994,2023-01-10,01:49:33,57,50,North,West
566,2023-01-08,06:28:22,43,-162,North,East
894,2023-03-05,14:32:29,-55,-84,South,East
951,2023-02-04,15:59:41,32,-170,North,East
388,2023-01-26,22:33:36,55,-79,North,East
683,2023-02-11,06:31:00,87,-177,North,East
55,2023-02-21,15:59:23,-67,-17,South,East
832,2023-02-10,11:40:03,9,-82,North,East
810,2023-03-15,22:06:19,20,-178,North,East
864,2023-03-11,16:41:52,-46,44,South,West
202,2023-01-16,05:39:10,9,105,North,West
325,2023-01-25,20:07:06,66,-82,North,East
426,2023-03-24,09:40:23,-24,129,South,West
402,2023-02-03,05:03:02,-58,136,South,West
530,2023-01-30,16:43:04,48,-177,North,East
61,2023-01-18,09:27:55,-3,112,South,West
21,2023-01-11,17:22:06,49,136,North,West
164,2023-03-05,14:26:41,-13,140,South,West
895,2023-01-18,02:30:10,-1,-32,South,East
879,2023-01-07,18:21:56,64,94,North,West
254,2023-01-21,13:17:01,-42,-67,South,East
316,2023-03-02,21:25:52,18,171,North,West
686,2023-02-11,20:04:33,-15,-61,South,East
42,2023-03-05,23:04:51,61,50,North,West
93,2023-01-30,05:39:09,-37,102,South,West
578,2023-03-29,18:53:51,42,-71,North,East
659,2023-01-13,06:06:23,-79,-153,South,East
668,2023-03-13,10:14:02,-65,28,South,West
37,2023-01-30,05:51:49,40,175,North,West
601,2023-02-07,13:41:31,39,91,North,West
72,2023-01-11,14:51:18,-24,-180,South,East
908,2023-01-03,02:26:00,88,-103,North,East
92,2023-01-25,14:33:47,82,-107,North,East
952,2023-01-14,04:11:12,20,44,North,West
108,2023-01-04,18:07:07,2,140,North,West
842,2023-02-17,05:11:49,26,15,North,West
974,2023-01-09,02:47:03,74,42,North,West
92,2023-03-17,10:09:12,-65,159,South,West
767,2023-02-05,04:24:20,-35,76,South,West
10,2023-02-22,22:33:20,30,-179,North,East
687,2023-02-25,14:50:35,54,-128,North,East
108,2023-03-04,01:49:40,-49,-25,South,East
408,2023-03-06,08:54:10,-34,-64,South,East
130,2023-01-20,02:15:24,34,81,North,West
553,2023-01-16,11:45:47,-49,151,South,West
84,2023-02-09,03:24:37,30,145,North,West
178,2023-03-24,04:54:42,-41,85,South,West
312,2023-02-11,18:31:45,22,91,North,West
80,2023-01-30,16:18:55,-1,84,South,West
682,2023-02-23,08:57:44,-18,-86,South,East
374,2023-01-06,11:34:36,-6,-16,South,East
39,2023-02-08,11:45:34,43,-152,North,East
84,2023-02-05,08:48:23,-62,65,South,West
792,2023-02-22,07:34:49,32,117,North,West
244,2023-03-10,05:28:53,-14,3,South,West
589,2023-01-01,13:18:43,2,-107,North,East
779,2023-02-25,14:35:44,44,-166,North,East
773,2023-01-06,07:35:47,-80,-7,South,East
821,2023-03-12,16:14:02,-4,-107,South,East
501,2023-02-15,01:46:30,-83,42,South,West
64,2023-01-06,23:39:58,-72,158,South,West
526,2023-02-13,03:42:12,8,-161,North,East
48,2023-02-17,21:26:15,87,-34,North,East
383,2023-01-05,00:42:52,19,61,North,West
